,0,1,2,3,4,5,6,7,8,9
0,-0.26002715661764736,-0.09300953162291158,-0.08369307780320358,-0.05006617388758778,-0.035734664735099377,-0.0337257476076555,-0.12879879261363616,-0.14273601733078586,-0.16414718408842785,-0.1952520080463019
1,-0.24590594494997278,-0.09714321048206295,-0.08352681564245823,-0.044153314917127005,-0.04208174361207894,-0.06564776632302394,-0.15741442865429311,-0.13737132442239383,-0.19222146499448825,-0.2187612155491181
2,-0.28409263547403646,-0.12317248395015148,-0.09370433710737806,-0.07887646754143676,-0.06242927515833936,-0.04015550325850824,-0.1468471399668494,-0.19589966265787634,-0.20743313953488457,-0.2503718898158304
3,-0.3178632529001534,-0.07727016689373324,-0.057939846267454645,-0.05630083929554232,-0.02197111621405748,0.04400783874580063,-0.10202663325833383,-0.16980101854358357,-0.21766087173681228,-0.22864733953377037
4,-0.271700836593901,-0.015369431957498958,-0.02264784946236556,0.01117397600330987,0.016257529486099397,0.05206953676776083,0.021575173491841987,-0.07278325955397637,-0.1492513863263623,-0.19762466772479448
5,-0.2082333778650228,0.045428892469470995,0.04441594756057095,0.0947040680226745,0.09494431337455292,0.11948165455174782,0.09221245579319698,0.04477764049586795,-0.06594678934010197,-0.13949948073503146
6,-0.15454079453299593,0.13375498188405635,0.12533582038702512,0.13201494602822972,0.1420597484276709,0.17695347222221905,0.14249282696759139,0.10359705120232122,0.05177680931312748,-0.04165180770553798
7,-0.0589725715361451,0.12915402761794967,0.15807959986319817,0.15880023311348335,0.1958983526011517,0.20993945450269913,0.16091862065889406,0.10979883331356624,0.08024447721489673,0.02937264016436527
8,-0.4487403333333464,-0.28613112283345726,-0.24892201834862224,-0.21262961668414307,-0.1860750853242321,-0.16975748930099857,-0.25907244134423113,-0.30878955991687085,-0.33749746968133354,-0.3885738659656862
9,-0.4991040383107468,-0.3034698851108274,-0.2662013958125623,-0.209947393591583,-0.16010631565624606,-0.16281345565749236,-0.3250113190036239,-0.37368322770484264,-0.4050718999556368,-0.44440027955722944
10,-0.5355546670087817,-0.29436071949440934,-0.23228803716608595,-0.21661899744091526,-0.1677598385469223,-0.1515960999065046,-0.3933821699878827,-0.43374653739612135,-0.45557127836192524,-0.49406953829595435
11,-0.5939069710039454,-0.2818630553094545,-0.23594955307946616,-0.2043301759133965,-0.15220559014438997,-0.1568762957843815,-0.4471553006160955,-0.47835257082895466,-0.4945968436927715,-0.5465414485038171
12,-0.6387218860600501,-0.2962131837307153,-0.2448742746615087,-0.21348632950842894,-0.16927083333333331,-0.16688567674113008,-0.47274329744563565,-0.5077355836849508,-0.55344570087476,-0.577418769286622
13,-0.6428263679448514,-0.14679415073115862,-0.11342050929112182,-0.07264034546576188,-0.030382886374205546,0.03378817413905133,-0.10688049663735126,-0.3866573524275236,-0.42948134667879895,-0.46313295018113476
14,-0.3733656684943062,0.13840091938926286,0.15618904726181546,0.1727767058410805,0.20424088210347752,0.28313147270493244,0.4028856825749168,0.09893809893809895,-0.1762857807772865,-0.23873925831939558
15,-0.11402918069584736,0.3819848404724132,0.40797492599686574,0.40342679127725856,0.42820181112548517,0.5119506553585197,0.6201917386672979,0.575938219753421,0.27964262922782385,-0.020093516997346142
16,0.14354583991355666,0.6344062635928664,0.6501256967974641,0.6618795955882353,0.6658385093167702,0.7104077625043318,0.7844409759303377,0.7933028635388489,0.7542259189696807,0.4329779641359622
17,0.6435376967688483,0.8720990201134606,0.8833333333333334,0.8934531450577663,0.9031430404105195,0.9093406593406594,0.9250472391349989,0.9336146272855134,0.9472282740256596,0.8879304917207077
