,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.3117275087742988,0.09528962104072396,0.08092339601769913,0.040395607375271154,0.08726502329192556,0.0977276747311828,0.17358721016483541,-0.020438500580046433,-0.49895615866388304,-0.13609233331013385
9,-0.3471541790648222,-0.26953125,-0.006346097991313786,-0.21029082774049215,0.0799061825053997,0.10207024028361365,0.06576668682795703,-0.0783097902027028,-0.21363991416308994,-0.17695906507577794
10,-0.41770003016408935,0.007349672067901236,-0.24151309408341418,0.009286671450939456,0.08464435248296023,0.0627675222112538,0.049324029503105604,-0.1895853714622636,-0.19792558664621124,-0.24930157599309583
11,-0.4502157290777076,-0.033468618295019154,0.054751908396946616,-0.09471810747663571,0.07936928702010981,0.08898449135638313,-0.011349842801387677,-0.1630112759476529,-0.1904868421052625,-0.2537928887648861
12,-0.4587821955003869,-0.018733663575042147,0.04604149377593366,-0.22893617021276597,-0.19141914191419143,0.09624208586296636,-0.027649647138437716,-0.1466369985525224,-0.24870793650793496,-0.26827095260499817
13,-0.4579787983178247,-0.03398630536130538,0.05909797822706074,0.007787095323741029,-0.07319223985890652,-0.0015220700152207,0.018696158213474662,-0.38704318936877075,-0.23492270545314775,-0.4580809067813172
14,-0.5108536686587036,0.09290780141843973,0.1774193548387097,0.0623367025222553,0.24665090622537433,0.28032128514056226,0.40810987573577506,0.09763101220387653,-0.1516224358974351,-0.20427294887561923
15,-0.09411764705882353,0.4129692832764505,0.35583796664019063,0.4127310061601643,0.4682997118155619,0.4713375796178344,0.6200585651537336,0.562755798090041,0.2893772893772894,-0.016892430278884464
16,-0.26863844760311933,0.642618570474282,0.6745073108709473,0.6677920324105334,0.6401486988847583,0.7167553191489362,0.768033946251768,0.13664693411611187,0.09449748817966899,0.436958174904943
17,0.6436658833582568,0.8815133665609425,0.8799544419134396,0.896831245394252,0.8916125931266522,0.9027218934911243,0.9211981566820276,0.9337484433374844,0.9455594002306805,0.8905154010369015
